"","Q","Student","Consent","Stage2group","Stage1scoreRAW","Stage1score","Stage2scorePC","Stage2score","Stage2note","Stage3score","ZippGroup"
"817","4","73872eef","Y","66",0,0,0,0,"",0,"E1"
"818","4","aaa244ee","Y","25",0,0,0.5,0,"",1,"E1"
"819","4","b70fb384","Y","57",2,1,0.5,0,"",1,"E3"
"820","4","d6105505","Y","39",0,0,1,1,"",1,"E2"
"821","4","ef44fc9e","Y","63",2,1,1,1,"",1,"E4"
"822","4","27e06bfd","Y","4",0,0,NA,NA,"",1,"C0"
"823","4","ac5be584","Y","50",0,0,NA,NA,"",1,"C0"
"824","4","07415149","Y","30",0,0,1,1,"",1,"E2"
"825","4","90450d4f","Y","33",2,1,1,1,"",1,"E4"
"826","4","5ccf607b","Y","45",2,1,1,1,"",1,"E4"
"827","4","35ce23c9","Y","31",0,0,1,1,"",1,"E2"
"828","4","9ff4ccf0","Y","24",0,0,NA,NA,"",1,"C0"
"829","4","c2ac5f8c","Y","53",0,0,0,0,"",1,"E1"
"830","4","9db2fbe2","Y","25",0,0,0.5,0,"",1,"E1"
"831","4","d7673f50","Y","21",0,0,0,0,"",1,"E1"
"832","4","996c49b9","Y","57",0,0,0.5,0,"",1,"E1"
"833","4","15349c3e","Y","26",0,0,1,1,"",1,"E2"
"834","4","46ef6cf2","Y","55",0,0,0,0,"",1,"E1"
"835","4","5418101d","Y","3",2,1,0,0,"",1,"E3"
"836","4","21881d2d","Y","42",0,0,0.5,0,"",1,"E1"
"837","4","d6225c5a","Y","66",0,0,0,0,"",1,"E1"
"838","4","fed5e072","Y","42",0,0,0.5,0,"",NA,"E1"
"839","4","c52ac88a","Y","46",0,0,0.5,0,"",1,"E1"
"840","4","d709fa60","Y","23",0,0,NA,NA,"",1,"C0"
"841","4","daa22637","Y","64",0,0,NA,NA,"",1,"C0"
"842","4","0214bddb","Y","66",0,0,0,0,"",0,"E1"
"843","4","f34323b3","Y","17",0,0,0,0,"",0,"E1"
"844","4","8b4387a7","Y","55",0,0,0,0,"",1,"E1"
"845","4","681e8d13","Y","46",0,0,0.5,0,"",1,"E1"
"846","4","e2c06827","Y","28",2,1,1,1,"",1,"E4"
"847","4","c2c68661","Y","23",0,0,NA,NA,"",0,"C0"
"848","4","314d3e9e","Y","53",0,0,0,0,"",1,"E1"
"849","4","637b06ab","Y","54",0,0,1,1,"",0,"E2"
"850","4","b88d0948","Y","35",0,0,1,1,"",1,"E2"
"851","4","4efa6d56","Y","4",0,0,NA,NA,"",0,"C0"
"852","4","7764300b","Y","28",2,1,1,1,"",1,"E4"
"853","4","b9a62cca","Y","37",0,0,NA,NA,"",NA,"C0"
"854","4","4f587fd9","Y","17",0,0,0,0,"",0,"E1"
"855","4","3c443de7","Y","50",2,1,NA,NA,"",1,"C1"
"856","4","c3499ef0","Y","33",0,0,1,1,"",0,"E2"
"857","4","38770665","Y","16",0,0,0,0,"",1,"E1"
"858","4","da35ced4","Y","26",0,0,1,1,"",1,"E2"
"859","4","8473c865","Y","16",0,0,0,0,"",0,"E1"
"860","4","73a094bb","Y","22",2,1,1,1,"",1,"E4"
"861","4","6fb654b5","Y","18",0,0,NA,NA,"",1,"C0"
"862","4","1cba2e38","Y","36",2,1,NA,NA,"",1,"C1"
"863","4","3165f4f2","Y","43",0,0,NA,NA,"",0,"C0"
"864","4","ff19994e","Y","31",0,0,1,1,"",1,"E2"
"865","4","b3b94cc6","Y","13",0,0,0,0,"",1,"E1"
"866","4","0f8cccfb","Y","4",0,0,NA,NA,"",0,"C0"
"867","4","540596e7","Y","29",0,0,0.5,0,"",1,"E1"
"868","4","b96cbefd","Y","41",0,0,1,1,"",1,"E2"
"869","4","396a5094","Y","61",2,1,1,1,"",1,"E4"
"870","4","847f0b39","Y","31",2,1,1,1,"",1,"E4"
"871","4","600e6ec7","Y","15",2,1,1,1,"",1,"E4"
"872","4","ab11cafa","Y","60",0,0,NA,NA,"",1,"C0"
"873","4","0b4c8fa9","Y","1",2,1,1,1,"",1,"E4"
"874","4","3dc8c3ae","Y","60",2,1,NA,NA,"",1,"C1"
"875","4","c2e15621","Y","22",0,0,1,1,"",1,"E2"
"876","4","795a33c4","Y","2",0,0,0,0,"",1,"E1"
"877","4","306a68b5","Y","61",0,0,1,1,"",1,"E2"
